school,sex,age,study_time,medu,fedu,failures,school_sup,fam_sup,absences,fam_rel,p_status,g1,g2,g3
0,0,17,2,3,2,0,0,0,10,5,1,16,15,15
0,1,17,2,2,3,0,0,1,2,5,1,12,11,12
0,1,18,2,2,1,0,1,1,14,4,1,10,8,9
0,0,17,3,2,1,0,0,0,10,3,0,12,10,12
0,0,17,2,4,3,0,0,0,14,3,1,13,13,14
0,1,17,2,2,2,0,0,1,4,4,1,11,11,11
0,1,17,2,4,4,0,1,1,14,4,1,11,9,9
0,1,16,2,4,4,0,0,1,2,4,1,14,13,13
0,1,16,2,1,1,0,0,1,18,3,1,9,7,6
0,1,16,3,3,2,0,0,0,10,5,1,11,9,10
0,1,17,2,2,2,0,0,0,4,4,1,14,13,13
0,0,16,1,2,1,0,0,0,20,4,1,13,12,12
0,0,17,2,2,1,0,0,0,2,2,1,13,11,11
0,1,18,2,2,2,1,0,0,0,5,1,7,7,0
0,1,17,2,4,3,0,0,0,14,2,1,12,12,12
0,1,17,2,4,4,0,0,1,2,3,0,10,11,12
0,1,16,1,4,3,0,0,0,0,5,1,6,0,0
0,1,16,1,4,4,0,0,0,0,5,1,13,12,12
0,0,18,3,2,1,0,0,1,0,4,1,7,0,0
0,1,16,1,2,1,0,0,0,6,4,1,18,18,18
0,1,17,1,2,3,0,0,0,4,5,1,12,12,13
0,1,22,1,3,1,3,0,0,16,5,1,6,8,8
0,1,18,2,3,3,1,0,1,8,4,1,3,5,5
0,1,16,1,0,2,0,0,0,0,4,1,13,15,15
0,1,18,1,3,2,1,0,0,0,4,1,6,8,8
0,1,16,2,3,3,0,1,1,6,5,1,7,10,10
0,1,18,1,2,1,1,0,0,4,3,1,6,9,8
0,1,16,1,2,1,0,0,0,0,3,1,8,9,8
0,1,17,1,2,1,0,0,0,0,4,1,8,12,12
0,1,17,1,1,1,1,0,1,2,4,1,7,9,8
0,0,17,4,4,2,0,0,1,6,4,1,14,12,13
0,1,19,2,4,3,0,0,1,12,4,0,11,11,11
0,1,18,2,2,1,0,0,0,8,5,1,15,14,14
0,0,17,4,2,2,0,0,0,0,3,1,10,9,0
0,0,18,2,4,3,0,0,1,21,3,1,17,18,18
0,1,18,2,4,3,0,0,1,2,4,1,8,8,8
0,1,18,3,3,2,0,0,0,1,5,1,13,12,12
0,0,17,3,3,3,0,0,0,4,3,1,10,9,9
0,0,18,3,2,2,0,0,1,0,4,1,9,10,0
0,1,18,2,3,4,0,0,1,13,4,0,17,17,17
0,1,17,2,3,1,0,0,0,2,5,1,9,9,10
0,0,18,2,4,4,0,0,0,8,4,1,12,10,11
0,1,18,2,4,2,0,0,1,10,5,1,10,9,10
0,0,18,2,2,1,0,0,1,0,4,1,6,0,0
0,0,19,2,3,3,2,0,1,15,4,1,9,9,9
0,0,18,4,2,3,0,0,1,4,4,1,15,14,14
0,0,18,2,1,1,0,0,1,2,4,1,11,11,11
0,1,17,2,1,2,0,0,1,2,3,1,15,14,14
0,0,17,2,2,4,0,0,1,2,4,1,10,10,10
0,0,17,2,2,2,0,1,1,6,4,1,12,12,12
0,0,18,2,3,2,0,0,0,75,4,0,10,9,9
0,1,18,1,4,4,0,0,0,22,3,1,9,9,9
0,0,18,2,4,4,1,1,1,15,2,1,9,8,8
0,1,18,1,4,3,0,0,0,8,4,1,10,11,10
0,1,17,1,4,1,0,0,0,30,4,0,8,8,8
0,1,17,1,3,2,1,0,0,19,4,0,11,9,10
0,0,18,4,1,1,0,0,1,1,5,1,12,12,12
0,0,18,2,1,1,0,1,0,4,5,1,8,9,10
0,0,17,2,2,2,0,0,1,4,5,1,10,9,11
0,1,17,2,1,1,0,0,0,2,4,1,12,10,11
0,0,18,3,2,2,0,0,1,5,4,1,18,18,19
0,0,17,3,1,1,0,0,1,6,4,1,13,12,12
0,1,18,3,2,1,0,0,0,6,4,1,15,14,14
0,1,18,2,4,4,0,0,1,9,5,0,15,13,15
0,1,18,2,4,2,0,0,1,11,4,1,12,11,11
0,0,17,3,4,3,0,0,1,0,4,1,15,15,15
0,0,18,2,2,1,1,0,0,12,5,1,12,12,13
0,0,17,4,3,1,0,0,1,6,3,1,18,18,18
0,1,18,3,3,2,0,0,1,8,5,1,14,13,14
0,1,17,1,3,3,0,0,1,4,4,1,14,12,11
0,0,19,2,4,4,0,0,1,0,2,1,10,9,0
0,0,18,2,4,3,0,0,1,10,4,1,10,8,8
0,0,18,4,4,3,0,0,1,0,4,1,14,13,14
0,1,18,1,4,4,0,0,1,5,1,1,16,15,16
0,0,18,2,4,4,0,0,1,14,4,0,12,10,11
0,1,17,1,4,4,0,0,0,0,4,1,11,11,10
0,0,17,3,4,2,0,0,1,0,4,1,15,12,14
0,0,17,4,3,2,0,0,1,0,5,1,17,17,18
0,1,19,2,3,3,1,0,1,20,4,1,15,14,13
0,0,18,2,2,4,1,0,1,8,4,1,14,12,12
0,1,20,1,3,2,0,0,0,0,5,0,17,18,18
0,1,19,1,4,4,1,0,1,38,4,1,8,9,8
0,1,19,2,3,3,1,0,0,0,4,1,15,12,12
0,0,19,2,1,1,1,1,1,18,4,1,12,10,10
0,0,19,2,1,2,1,0,0,0,4,1,9,9,0
0,0,19,2,2,1,0,0,1,20,3,1,14,12,13
0,1,19,2,1,2,1,0,0,3,4,1,13,11,11
0,0,19,2,3,2,1,0,1,22,4,1,13,10,11
0,0,19,3,1,1,2,0,0,14,4,1,15,13,13
0,0,19,3,2,3,1,0,0,40,4,1,13,11,11
0,0,18,2,2,1,0,0,1,0,5,1,8,8,0
0,0,18,3,4,3,0,0,1,9,4,1,9,10,9
0,0,17,3,3,4,0,0,1,0,4,1,11,11,10
0,0,18,2,4,4,0,0,1,2,4,1,11,11,11
0,0,17,2,4,3,0,0,1,23,5,0,13,13,13
0,0,17,2,2,2,0,0,1,12,4,1,11,9,9
0,0,17,3,2,2,0,0,1,3,3,1,11,11,11
0,0,17,3,3,1,0,0,1,1,3,1,12,14,15
0,0,17,3,0,2,0,0,0,0,3,1,16,15,15
0,1,18,3,4,4,0,0,0,3,4,1,9,12,11
0,1,17,1,3,3,0,0,0,3,4,1,14,15,16
0,1,17,1,2,2,0,0,1,8,4,1,11,10,10
0,0,17,3,4,4,0,0,1,7,5,1,10,9,9
0,0,17,3,4,4,0,0,1,4,4,1,14,14,14
0,1,18,4,2,2,0,0,1,2,4,1,9,8,8
0,0,17,3,2,4,0,0,1,7,4,1,12,14,14
0,0,18,2,3,3,0,0,0,0,5,1,7,0,0
0,0,18,2,2,2,0,0,0,0,4,1,8,8,0
0,0,18,4,2,2,0,0,0,0,4,1,10,9,0
0,0,17,3,3,4,0,0,0,16,4,1,16,15,15
0,0,19,3,3,1,1,0,0,12,5,0,14,13,13
0,0,17,2,3,2,0,0,1,0,4,1,7,8,0
0,0,18,4,3,3,0,0,1,7,5,1,16,15,17
0,0,17,2,3,2,0,0,1,4,4,0,9,10,10
0,0,19,3,2,1,1,0,0,4,4,1,11,12,11
0,1,18,2,4,4,1,0,1,0,4,1,10,10,0
0,1,18,2,3,4,0,0,0,11,4,1,16,15,15
0,0,17,2,2,2,1,0,1,0,3,0,9,8,0
0,0,18,3,2,3,0,0,1,4,4,1,11,10,10
0,0,18,3,3,2,0,0,0,7,5,1,13,13,14
0,1,18,3,4,3,0,0,0,9,5,1,16,15,16
0,1,18,3,4,3,0,0,1,0,5,1,10,10,9
0,0,17,3,4,3,0,0,1,0,4,1,13,15,15
1,1,18,1,3,2,1,0,1,10,2,1,11,13,13
1,1,19,2,1,1,3,0,0,8,5,1,8,7,8
1,1,17,2,3,3,0,0,1,2,4,1,13,13,13
1,1,18,1,1,3,1,0,0,7,4,1,8,7,8
1,1,19,1,1,1,1,0,1,4,4,1,8,8,8
1,1,17,2,4,3,0,0,1,4,4,1,13,11,11
1,0,18,2,3,3,0,0,1,0,5,1,10,9,9
1,0,17,2,4,4,0,0,1,4,4,1,12,13,13
1,0,17,2,3,2,0,0,0,2,1,0,12,12,11
1,1,18,1,1,1,0,0,0,4,3,1,10,10,10
1,0,18,3,1,1,0,0,0,0,5,1,18,16,16
1,0,18,2,1,4,0,0,0,0,4,0,13,13,13
1,1,18,2,1,1,1,0,0,2,4,1,13,12,12
1,0,18,2,3,3,0,0,1,0,4,1,11,11,10
1,0,17,2,4,4,0,0,1,0,2,1,16,15,15
1,0,17,2,1,2,0,0,0,0,3,1,12,11,12
1,1,18,2,1,3,0,0,1,4,3,1,10,10,10
1,1,18,3,4,4,0,0,0,0,4,1,13,13,13
1,0,17,1,1,1,1,0,1,0,5,1,7,6,0
1,0,18,1,2,3,0,0,1,0,5,1,11,10,10
1,0,18,2,4,4,0,0,1,10,3,1,14,12,11
1,0,19,2,3,2,2,0,0,4,3,1,7,7,9
1,1,18,1,1,2,0,0,1,3,4,1,14,12,12
1,0,17,3,2,2,0,0,0,8,3,1,13,11,11
1,0,17,1,1,2,0,0,0,14,3,1,6,5,5
1,0,18,3,4,4,0,0,0,0,5,1,19,18,19
1,0,18,3,1,1,0,0,0,2,4,1,8,8,10
1,0,20,3,4,2,2,0,1,4,5,1,15,14,15
1,0,18,2,4,4,0,0,0,4,5,1,8,9,10
1,0,18,2,3,3,0,0,0,0,4,1,15,15,15
1,0,17,2,3,1,0,0,1,17,4,1,10,10,10
1,1,18,2,4,4,0,0,0,4,3,1,15,14,14
1,1,18,1,2,1,0,0,0,5,4,1,7,6,7
1,1,17,2,2,3,0,0,0,2,4,1,11,11,10
1,1,19,1,1,1,1,0,0,0,4,1,6,5,0
1,1,18,1,4,2,1,0,0,14,5,1,6,5,5
1,0,18,3,2,2,0,0,0,2,5,1,10,9,10
1,0,18,1,4,4,0,0,1,7,4,1,6,5,6
1,0,19,3,2,3,1,0,0,0,5,1,7,5,0
1,0,18,2,3,1,0,0,1,0,4,1,7,9,8
1,0,18,2,1,1,1,0,0,0,1,1,6,5,0
1,1,20,2,2,2,2,0,1,11,5,0,9,9,9
1,1,17,1,3,1,0,0,0,3,2,1,14,16,16
1,1,21,1,1,1,3,0,0,3,5,1,10,8,7
1,1,18,1,3,2,0,0,0,0,4,1,11,12,10
1,1,19,1,1,1,0,0,0,5,3,1,8,9,9
